,카테고리,건물명,도로명주소,사이거리,x좌표,y좌표
32,게스트하우스,한라산게스트하우스,제주특별자치도 제주시 제주대학로 77,2281,126.558506649448,33.4593720474588
33,"산장,별장",오현산장,,1644,126.55725517211572,33.43110237002446
34,민박,또랑게스트하우스민박,제주특별자치도 제주시 한북로 338,2462,126.54946297013093,33.45513805845684
35,"야영,캠핑장",한라산국립공원 관음사지구야영장,제주특별자치도 제주시 산록북로 588,2730,126.551823212517,33.422015427673
36,"콘도,리조트",한라산 리조트,제주특별자치도 제주시 선돌목동길 56-46,2481,126.543757073053,33.4446342853381
37,게스트하우스,해발300게스트하우스,제주특별자치도 제주시 516로 3157,2398,126.550755989336,33.4555259302211
38,펜션,테라스힐,제주특별자치도 제주시 아봉로 346,3238,126.57274161112039,33.47037545532866
39,펜션,자연인,제주특별자치도 제주시 아란서길 110,4142,126.539943196221,33.468718139018
40,"콘도,리조트",라헨느리조트,제주특별자치도 제주시 명림로 374,4279,126.61386077599792,33.4533032921312
41,펜션,낙원비치하우스,제주특별자치도 제주시 한북로 157-1,4240,126.533120187133,33.4635967998907
42,펜션,제이제이독채펜션,제주특별자치도 제주시 월평1길 17,3465,126.574307120927,33.4723066563641
43,펜션,영순이네독채펜션,제주특별자치도 제주시 명림로 268-8,4386,126.60932873040008,33.46327794616619
44,게스트하우스,제주향기게스트하우스,제주특별자치도 제주시 인다1길 20,4272,126.55014714732073,33.475943123880484
45,시도립병원,제주의료원,제주특별자치도 제주시 산천단남길 10,954,126.560876848817,33.4449665714381
46,동물병원,제주대학교 수의과대학부설 말전문동물병원,제주특별자치도 제주시 산천단남길 42,938,126.562699378254,33.4469745681299
47,"노인,요양병원",제주의료원 요양병원,제주특별자치도 제주시 산천단남길 10,1072,126.55982400971263,33.44559576319329
48,동물병원,제주대학교 수의과대학 부설동물병원,제주특별자치도 제주시 제주대학로 102,1539,126.558852466949,33.4514076393825
49,"노인,요양병원",아라요양병원,제주특별자치도 제주시 한북로 309,2747,126.546874302481,33.4565288091709
50,동물병원,제주동물메디컬센터,제주특별자치도 제주시 제주대학로 73,2290,126.557956782092,33.4592014889887
51,대학병원,제주대학교병원,제주특별자치도 제주시 아란13길 15,3698,126.545256412592,33.4672735491047
52,정형외과,참정형외과의원,제주특별자치도 제주시 중앙로 570,4175,126.545237292482,33.4725820855159
53,정신건강의학과,연강병원,제주특별자치도 제주시 죽성서길 6,4082,126.5332448139837,33.46121705027628
54,소아청소년과,민소아청소년과의원,제주특별자치도 제주시 인다10길 35,4170,126.5494127949988,33.474607896096394
55,내과,이순재내과의원,제주특별자치도 제주시 중앙로 543,4377,126.54573563865594,33.4750092088908
56,치과,사랑의치과의원,제주특별자치도 제주시 중앙로 552,4322,126.54535345857,33.4742342375045
57,치과,문치과의원,제주특별자치도 제주시 중앙로 568,4198,126.545313186212,33.4728816941938
58,치과,제주클라인치과의원,제주특별자치도 제주시 중앙로 543,4377,126.545740989538,33.4750146380823
59,소아청소년과,홍소아청소년과의원,제주특별자치도 제주시 아란7길 18,4448,126.543514117858,33.4745809032289
0,"고속,시외버스터미널",제주시버스터미널,제주특별자치도 제주시 서광로 174,8272,126.5148804170176,33.499725778982096
